번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
2272,개방화장실,신양주유소,서울특별시 양천구 지양로 67(신월동),,N,2,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5215452,126.8339082,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2273,개방화장실,"현대오일뱅크㈜직영 남부순환셀프주유소",서울특별시 양천구 남부순환로 553(신월동),,N,1,2,0,0,0,0,2,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5197367,126.8387336,민간,주유소·충전소,수세식,N,없음,Y,N,없음,,2021-12-31
2274,개방화장실,㈜진우에너지 신월점,서울특별시 양천구 신월로 193(신월동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,05:00~익일01:00,,37.5200430,126.8441077,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2275,개방화장실,삼미상사㈜신월IC셀프주유소,서울특별시 양천구 중앙로 331(신월동),,N,1,2,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5254885,126.8497532,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2276,개방화장실,(주)서부티엔디,서울특별시 양천구 신정로 167(신정동),,N,1,2,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5093497,126.8418951,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2277,개방화장실,(주)지애스이앤알서울주유소,서울특별시 양천구 신정로 236(신정동),,N,1,0,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,06:00~24:00,,37.5106122,126.8476904,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2278,공중화장실,목2동공중화장실,서울특별시 양천구 목동중앙로13길 22,목2동 131-3,N,2,2,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,05시~15시,1992-01,37.5451104,126.8820815,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2279,개방화장실,기독교방송,서울특별시 양천구 목동서로 159-1,목1동 917-1,N,3,3,1,0,0,0,2,1,0,양천구 청소행정과,02-2620-3430,24시간,,37.5283079,126.8748763,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2280,개방화장실,화성프라자,서울특별시 양천구 목동동로 435(목동),목5동 909-5,N,2,1,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5373898,126.8848736,민간,기타,수세식,N,없음,Y,N,없음,,2021-12-31
2281,개방화장실,택민빌딩,서울특별시 양천구 공항대로 550(목동),목3동 603-1,N,2,2,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,정시(08시~22시),,37.5497471,126.8665756,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2282,개방화장실,등촌빌딩,서울특별시 양천구 등촌로 172(목동),목3동 657-21,N,2,2,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5450758,126.8625878,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2283,개방화장실,롯데리아목동사거리점,서울특별시 양천구 등촌로 28(목동),목4동 792-6,N,1,1,0,0,0,0,1,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5325613,126.8640379,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2284,개방화장실,목4동시장 고객지원센터,서울특별시 양천구 목동중앙남로7길 8,목4동 726-18,N,1,2,0,0,0,0,3,0,0,양천구 청소행정과,02-2620-3430,정시(10시~19시),,37.5376215,126.8662280,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2285,개방화장실,부영그린타운2차,서울특별시 양천구 목동동로 401,목5동 908-28,N,4,4,1,0,0,0,4,1,0,양천구 청소행정과,02-2620-3430,24시간,,37.5363905,126.8811064,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2286,개방화장실,한사랑교회,서울특별시 양천구 목동동로 33(신정동),신정7동 324-1,N,4,4,0,0,0,0,4,0,0,양천구 청소행정과,02-2620-3430,정시(개관시간 중),,37.5145947,126.8596743,민간,기타,수세식,N,없음,Y,N,없음,,2021-12-31
2287,개방화장실,현승빌딩,서울특별시 양천구 신목로 34(신정동),신정2동 128-113,N,2,2,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5186593,126.8739724,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2288,개방화장실,신목동주유소,서울특별시 양천구 목동동로10길 13(신정동),신정2동 296-5,N,1,1,0,0,0,0,1,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5194894,126.8710714,민간,주유소·충전소,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2289,개방화장실,남부빌딩,서울특별시 양천구 신월로 389(신정동),신정4동 1009-9,N,2,3,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5226639,126.8643308,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2290,개방화장실,신신코아빌딩,서울특별시 양천구 신월로 361,신정4동 1013-7,N,2,1,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5222840,126.8612092,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2291,개방화장실,영송빌딩,서울특별시 양천구 신월로 337,신정4동 981-16,N,1,3,0,0,0,0,1,0,0,양천구 청소행정과,02-2620-3430,정시(08시~24시),,37.5219908,126.8585028,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2292,개방화장실,새금성교회,서울특별시 양천구 신정이펜1로 92,신정3동 1322-6,N,2,4,0,0,0,0,4,0,0,양천구 청소행정과,02-2620-3430,정시(개관시간 중),,37.5144866,126.8288780,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2293,개방화장실,동일석유㈜ 개나리주유소,서울특별시 양천구 남부순환로 442,신월3동 206-1,N,1,2,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5283087,126.8329749,민간,주유소·충전소,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2294,개방화장실,경창시장 고객지원센터,서울특별시 양천구 오목로9길 31,신월2동 447-8,N,1,1,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,정시(개관시간 중),,37.5249412,126.8421390,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2295,개방화장실,서울삼일교회,서울특별시 양천구 남부순환로50길 21,신월3동 164-10,N,1,5,0,0,0,0,4,0,0,양천구 청소행정과,02-2620-3430,정시(개관시간 중),,37.5331779,126.8280972,민간,기타,수세식,N,없음,N,N,없음,,2021-12-31
2296,개방화장실,㈜새서울개발주차장,서울특별시 양천구 남부순환로 380-1,신월3동 170-6,N,1,3,0,0,0,0,1,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5326191,126.8286036,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2297,개방화장실,지우빌딩,서울특별시 양천구 오목로 15,신월4동 439-17,N,1,2,0,0,0,0,1,0,0,양천구 청소행정과,02-2620-3430,정시(08시~22시),,37.5215466,126.8393691,민간,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2298,개방화장실,강서제일교회,서울특별시 양천구 화곡로10길 19,신월5동 73-1,N,2,4,0,0,0,0,4,0,0,양천구 청소행정과,02-2620-3430,정시(개관시간 중),,37.5382090,126.8313076,민간,기타,수세식,N,없음,Y,N,없음,,2021-12-31
2299,개방화장실,우성상가,서울특별시 양천구 지양로 78,신월7동 928-1,N,1,3,1,0,0,0,4,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5226576,126.8335703,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2300,개방화장실,성실통운,서울특별시 양천구 곰달래로6길 41,신월1동 244-1,N,2,2,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5265581,126.8370638,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2301,개방화장실,센트럴프라자,서울특별시 양천구 목동서로 349,신정6동 321-6,N,2,3,0,0,0,0,1,1,0,양천구 청소행정과,02-2620-3430,24시간,,37.5174204,126.8653309,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2302,개방화장실,신영시장 고객지원센터,서울특별시 양천구 월정로 161-5,신월1동 114-18,N,0,3,1,0,0,0,2,1,0,양천구 청소행정과,02-2620-3430,정시(개관시간 중),,37.5330257,126.8360297,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2303,개방화장실,현대드림타워,서울특별시 양천구 목동동로 233-1,목1동 923-14,N,2,3,0,0,0,0,2,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5275117,126.8715493,민간,기타,수세식,Y,여자화장실,Y,N,없음,,2021-12-31
2304,개방화장실,현대41타워,서울특별시 양천구 목동동로 293,목1동 917-9,N,3,4,0,0,0,0,4,0,0,양천구 청소행정과,02-2620-3430,24시간,,37.5281774,126.8757769,민간,기타,수세식,N,없음,Y,N,없음,,2021-12-31
2305,공중화장실,온수도시자연공원 (매봉약수터),서울특별시 양천구 신정로 152,,N,1,1,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3570,24시간,2018-12,37.5069721,126.8397633,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2306,공중화장실,온수도시자연공원 (지양산 유아숲체험원),서울특별시 양천구 지양로7길 28-29,,N,1,1,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3571,24시간,2019-12,37.5213622,126.8296844,지방자치단체,기타,수세식,Y,남자화장실+여자화장실,N,N,없음,,2021-12-31
2307,공중화장실,용왕산근린공원(A; 1-1),서울특별시 양천구 용왕정길 43; 관리사무소 옆,,N,2,3,1,0,0,0,5,1,0,서울특별시 양천구청 공원녹지과,02-2620-3572,24시간,2020-12,37.5440858,126.8780223,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2308,공중화장실,용왕산근린공원(B; 1-4),서울특별시 양천구 용왕정길 19; 건영아파트 뒤,,N,2,3,0,0,0,0,3,0,0,서울특별시 양천구청 공원녹지과,02-2620-3573,24시간,2010-12,37.5421785,126.8742570,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2309,공중화장실,용왕산근린공원(C; 1-2),서울특별시 양천구 용왕정길 39; 실내배드민턴장 옆,,N,1,2,0,0,0,0,2,1,0,서울특별시 양천구청 공원녹지과,02-2620-3574,24시간,2007-12,37.5440643,126.8774241,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2310,공중화장실,용왕산근린공원(D; 1-3),서울특별시 양천구 용왕정길 32; 게이트볼장 옆,,N,1,1,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3575,24시간,2019-12,37.5424579,126.8772795,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2311,공중화장실,계남근린공원(A),서울특별시 양천구 신정로13가길 36; 야외무대 옆,,N,2,3,1,0,0,0,5,1,0,서울특별시 양천구청 공원녹지과,02-2620-3576,24시간,2015-12,37.5135978,126.8456023,지방자치단체,기타,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2312,공중화장실,계남근린공원(B),서울특별시 양천구 중앙로 153; 11단지 옆,,N,3,4,1,0,0,0,7,1,0,서울특별시 양천구청 공원녹지과,02-2620-3577,24시간,2009-12,37.5105236,126.8570483,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2313,공중화장실,계남근린공원(D),서울특별시 양천구 중앙로25길 31; 다락골 놀이터 옆,,N,1,1,1,0,0,0,2,1,0,서울특별시 양천구청 공원녹지과,02-2620-3579,24시간,2015-12,37.5153957,126.8505800,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2021-12-31
2314,공중화장실,갈산근린공원(A),서울특별시 양천구 목동남로 106-23; 교통광장,,N,1,1,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3580,24시간,2007-12,37.5094241,126.8700317,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2315,공중화장실,갈산근린공원(B),서울특별시 양천구 신정7동 171-58; 분수광장,,N,1,2,0,0,0,0,2,0,0,서울특별시 양천구청 공원녹지과,02-2620-3581,24시간,2020-12,37.5082263,126.8690283,지방자치단체,기타,수세식,N,없음,N,Y,남자화장실+여자화장실,,2021-12-31
2316,공중화장실,갈산근린공원(C),서울특별시 양천구 신정동 162-56; 향림사 뒤,,N,1,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3582,24시간,2021-12,37.5060617,126.8684086,지방자치단체,기타,수세식,N,없음,N,N,없음,,2021-12-31
2317,공중화장실,목마근린공원,서울특별시 양천구 목동동로 441,,N,1,2,1,0,0,0,1,1,0,서울특별시 양천구청 공원녹지과,02-2620-3583,24시간,2011-12,37.5379889,126.8852791,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2318,공중화장실,파리근린공원,서울특별시 양천구 목동동로 363,,N,2,4,1,0,0,0,7,1,0,서울특별시 양천구청 공원녹지과,02-2620-3584,24시간,2012-12,37.5344869,126.8770838,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2319,공중화장실,오목근린공원,서울특별시 양천구 목동서로 159-2,,N,1,2,1,0,0,0,2,1,0,서울특별시 양천구청 공원녹지과,02-2620-3585,24시간,2016-12,37.5275671,126.8736520,지방자치단체,기타,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2320,공중화장실,양천근린공원,서울특별시 양천구 목동동로 117,,N,4,6,1,0,0,0,8,1,0,서울특별시 양천구청 공원녹지과,02-2620-3586,24시간,2008-12,37.5177957,126.8675856,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2321,공중화장실,양천근린공원 키지트,서울특별시 양천구 목동동로 111,서울특별시 양천구 신정6동 320,N,1,1,0,0,0,0,0,0,0,서울특별시 양천구청 공원녹지과,02-2620-3587,24시간,2018-12,37.5182835,126.8681140,지방자치단체,기타,수세식,N,없음,N,Y,남자화장실+여자화장실,,2021-12-31
2322,공중화장실,양천근린공원 책쉼터,서울특별시 양천구 목동동로 111,서울특별시 양천구 신정6동 320,N,1,1,1,0,0,0,1,1,0,서울특별시 양천구청 공원녹지과,02-2620-3588,24시간,2020-12,37.5182835,126.8681140,지방자치단체,기타,수세식,N,없음,N,Y,남자화장실+여자화장실,,2021-12-31
2323,공중화장실,용왕산유아숲체험원,서울특별시 양천구 용왕정길 19; 유아숲체험원관리사,,N,1,0,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3589,24시간,2021-12,37.5421785,126.8742570,지방자치단체,기타,수세식,N,없음,N,N,없음,,2021-12-31
2324,공중화장실,신트리근린공원,서울특별시 양천구 목동동로 3,,N,3,4,1,0,0,0,7,1,0,서울특별시 양천구청 공원녹지과,02-2620-3590,24시간,2009-12,37.5140857,126.8560556,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2325,공중화장실,신월근린공원,서울특별시 양천구 신월로 99-1,,N,3,3,1,0,0,0,6,1,0,서울특별시 양천구청 공원녹지과,02-2620-3591,24시간,2013-12,37.5175432,126.8332925,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2326,공중화장실,독서근린공원,서울특별시 양천구 지양로 53-1,,N,3,4,1,0,0,0,7,1,0,서울특별시 양천구청 공원녹지과,02-2620-3592,24시간,2010-12,37.5204488,126.8345652,지방자치단체,기타,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2327,공중화장실,오솔길근린공원,서울특별시 양천구 남부순환로72길 16,,N,3,4,1,0,0,0,6,1,0,서울특별시 양천구청 공원녹지과,02-2620-3593,24시간,2015-12,37.5202142,126.8360571,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2328,공중화장실,한울근린공원,서울특별시 양천구 지양로7길 27-5,,N,1,1,0,0,0,0,2,0,0,서울특별시 양천구청 공원녹지과,02-2620-3594,24시간,1992-12,37.5198358,126.8323136,지방자치단체,기타,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2329,공중화장실,양지근린공원,서울특별시 양천구 지양로13길 11,,N,3,3,0,0,0,0,2,0,0,서울특별시 양천구청 공원녹지과,02-2620-3595,24시간,1992-12,37.5225051,126.8309034,지방자치단체,기타,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2330,공중화장실,목동근린공원,서울특별시 양천구 목동중앙북로24길 1-29,,N,1,3,0,0,0,0,4,0,0,서울특별시 양천구청 공원녹지과,02-2620-3596,24시간,1985-12,37.5463752,126.8796259,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2331,공중화장실,넘은들근린공원,서울특별시 양천구 신정3동 1286,,N,1,0,1,0,0,0,4,1,0,서울특별시 양천구청 공원녹지과,02-2620-3597,24시간,2021-12,37.5130289,126.8404530,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2332,공중화장실,아동어린이공원,서울특별시 양천구 지양로10길 5,,N,1,0,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3598,24시간,1989-12,37.5230739,126.8335258,지방자치단체,기타,수세식,N,없음,N,N,없음,,2021-12-31
2333,공중화장실,시설녹지(신정3호),서울특별시 양천구 중앙로 248,,N,2,3,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3599,24시간,2019-12,37.5187226,126.8537754,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,N,N,없음,,2021-12-31
2334,공중화장실,장수공원,서울특별시 양천구 신월로 253,,N,2,2,1,0,0,0,4,1,0,서울특별시 양천구청 공원녹지과,02-2620-3600,24시간,2009-12,37.5225787,126.8497040,지방자치단체,기타,수세식,Y,장애인화장실+여자화장실,N,N,없음,,2021-12-31
2335,공중화장실,어울림쉼터,서울특별시 양천구 목동중앙본로32길 7,,N,1,1,0,0,0,0,1,0,0,서울특별시 양천구청 공원녹지과,02-2620-3601,24시간,2017-12,37.5453867,126.8715722,지방자치단체,기타,수세식,Y,남자화장실+여자화장실,Y,N,없음,,2021-12-31
2336,공중화장실,연의근린공원,서울특별시 양천구 신정이펜1로 12,,N,2,3,1,0,0,0,8,1,0,서울특별시 양천구청 공원녹지과,02-2620-3602,24시간,2011-12,37.5116949,126.8342123,지방자치단체,기타,수세식,Y,여자화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2337,공중화장실,연의생활체육공원,서울특별시 양천구 신정로7길 91,,N,1,3,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3603,24시간,2017-12,37.5143358,126.8332362,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2338,공중화장실,1번 화장실(오금교 입구),서울특별시 양천구 안양천로 710,,N,1,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3604,24시간,2017-12,37.5101146,126.8731804,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2339,공중화장실,2번 화장실(오금인라인장),서울특별시 양천구 안양천로 750,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3605,24시간,2016-12,37.5130233,126.8758522,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2340,공중화장실,3번 화장실(야구장),서울특별시 양천구 안양천로 788,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3606,24시간,2016-12,37.5162242,126.8774390,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2341,공중화장실,4번 화장실(해마루 축구장),서울특별시 양천구 안양천로 812,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3607,24시간,2016-12,37.5183760,126.8776902,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2342,공중화장실,5번 화장실(오목교 출구),서울특별시 양천구 안양천로 884,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3608,24시간,2009-12,37.5246861,126.8781868,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2343,공중화장실,6번 화장실(영학정),서울특별시 양천구 안양천로 914,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3609,24시간,2009-12,37.5271079,126.8794492,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2344,공중화장실,7번 화장실(목동인라인장),서울특별시 양천구 안양천로 1026,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3610,24시간,2016-12,37.5332042,126.8880026,지방자치단체,기타,수세식,Y,여자화장실,N,N,없음,,2021-12-31
2345,공중화장실,8번 화장실(양평교),서울특별시 양천구 안양천로 1092,,N,2,2,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3611,24시간,2009-12,37.5389073,126.8862042,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2346,공중화장실,9번 화장실(양화교),서울특별시 양천구 안양천로 1138,,N,1,1,1,0,0,0,3,1,0,서울특별시 양천구청 공원녹지과,02-2620-3612,24시간,2017-12,37.5427284,126.8843402,지방자치단체,기타,수세식,Y,여자화장실,N,Y,여자화장실,,2021-12-31
2347,개방화장실,목동공영주차장,서울특별시 양천구 목동동로 298,서울특별시 양천구 목동 915,N,3,2,0,0,0,0,3,0,0,양천구시설관리공단,02-2644-1384,07시~22시,2000-01,37.52889,126.87849,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,N,없음,2018-03,2021-12-31
2348,개방화장실,해맞이공영주차장,서울특별시 양천구 지양로 53-1,서울특별시 양천구 신월7동 987,N,2,2,1,0,0,0,4,1,0,양천구시설관리공단,02-2695-1388,24시간,2016-01,37.52203,126.83182,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2021-12-31
2349,개방화장실,가로공원공영주차장,서울특별시 양천구 가로공원로 116-1,서울특별시 양천구 신월동 263,N,2,3,1,0,0,0,6,1,0,양천구시설관리공단,02-2065-8332,07시~21시,2012-01,37.53649,126.83035,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2021-12-31
2350,개방화장실,여울공영주차장,서울특별시 양천구 가로공원로72,서울특별시 양천구 신월동 151-5,N,2,1,1,1,0,0,3,1,0,양천구시설관리공단,02-2644-1386,24시간,2018-01,37.53521,126.82415,지방자치단체,공공용시설,수세식,Y,여자화장실,Y,Y,여자화장실,,2021-12-31
2351,개방화장실,해누리타운,서울특별시 양천구 목동동로 81,서울특별시 양천구 신정6동 322-11,N,31,19,9,9,0,0,51,9,0,양천구시설관리공단,02-2061-3435,6시30분~23시,,37.51613,126.86377,지방자치단체,공공용시설,수세식,Y,장애인화장실,N,Y,남자화장실+여자화장실,,2021-12-31
2352,개방화장실,계남다목적체육관,서울특별시 양천구 신정로273-5,서울특별시 양천구 신정동 695-5,N,3,3,1,1,0,0,6,1,1,양천구시설관리공단,02-2606-9301,6시~22시,2009-01,37.513194,126.85091,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,N,Y,여자화장실,,2021-12-31
2353,간이화장실,목동테니스장,서울특별시 양천구 목동동로 298,서울특별시 양천구 목동 915,N,2,2,0,0,0,0,4,0,0,양천구시설관리공단,02-2643-0686,6시~22시,2009-01,37.528252,126.87729,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2021-12-31
2354,개방화장실,건강힐링문화관,서울특별시 양천구 남부순환로83길 54,서울특별시 양천구 신월동 595-21,N,9,5,4,4,2,0,19,4,2,양천구시설관리공단,02-2691-9810,6시30분~22시,2021-01,37.51767,126.84588,지방자치단체,공공용시설,수세식,Y,장애인화장실+남자화장실+여자화장실,N,Y,여자화장실,,2021-12-31
2355,간이화장실,해누리체육공원,서울특별시 양천구 안양천로 711,서울특별시 양천구 신정6동 330-4,N,3,5,0,0,0,0,2,0,0,양천구시설관리공단,02-2652-3453,8시~18시,2017-01,37.51182,126.87288,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2021-12-31
2356,개방화장실,양천구민체육센터,서울특별시 양천구 목동동로 87,서울특별시 양천구 신정동 322-10,N,11,12,0,4,0,0,10,1,0,양천구시설관리공단,02-2652-1792,06시~21시,1995-06,37.5164776,126.8644252,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,Y,Y,남자화장실+여자화장실,2018-02,2021-12-31
2357,개방화장실,신월문화체육센터,서울특별시 양천구 지양로47,서울시 양천구 신월동 987번지,N,5,7,0,0,0,0,9,0,0,양천구시설관리공단,02-2605-4093,15시간,2000-02,37.51995,126.83496,지방자치단체,관광·체육시설,수세식,Y,장애인화장실+여자화장실,N,Y,여자화장실,2016-12,2021-12-31
2358,개방화장실,목동문화체육센터,서울특별시 양천구 목동중앙본로73,서울시 양천구 목동중앙본로73,N,3,4,1,1,0,0,7,1,0,양천구시설관리공단,02-2062-1862,07~21,2007-01,37.542983,126.869191,지방자치단체,관광·체육시설,수세식,Y,장애인화장실,Y,Y,여자화장실,2018-12,2021-12-31
2359,개방화장실,양천구청,서울특별시 양천구 목동동로 81,,N,2,3,1,1,0,0,3,1,0,양천구 총무과,02-2620-3061,06~24,,37.5160296,126.8638672,지방자치단체,공공용시설,수세식,N,없음,N,Y,여자화장실,,2021-12-31
2360,개방화장실,SK에너지㈜경인주유소,서울특별시 양천구 국회대로 170(신정동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,05:00~익일1:00,,37.5281137,126.8540091,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2361,개방화장실,양정주유소,서울특별시 양천구 국회대로 158(신정동),,N,2,2,0,0,0,0,2,0,0,양천구 녹색환경과,02-2620-4874,05:00~24:00,,37.5280600,126.8525902,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2362,개방화장실,㈜타이거오일 신정주유소,서울특별시 양천구 중앙로 226(신정동),,N,1,1,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5167468,126.8547381,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2363,개방화장실,SK네트웍스(주)신평주유소,서울특별시 양천구 목동남로 62(신정동),,N,1,2,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5094594,126.8662088,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
2364,개방화장실,"현대오일뱅크㈜직영 양천 셀프주유소",서울특별시 양천구 목동로 17(신정동),,N,1,2,0,0,0,0,1,0,0,양천구 녹색환경과,02-2620-4874,00:00~24:00,,37.5104731,126.8712656,민간,주유소·충전소,수세식,N,없음,N,N,없음,,2021-12-31
